rcid,session,date,unres,me,nu,di,hr,co,ec
9001,2,5/6/1947,SS/1/59,,,,,,
8,1,1/5/1946,R/1/297,0,0,0,0,0,1
763,16,12/1/1961,R/16/1104B,0,0,0,0,1,0
834,17,12/1/1962,R/17/1154A,0,0,0,0,1,0
835,17,12/1/1962,R/17/1154B,,,,,,
762,16,12/1/1961,R/16/1104A,0,0,0,0,1,0
936,21,12/7/1966,,0,0,0,0,0,1
938,21,12/7/1966,,0,0,0,0,1,0
785,16,1/4/1962,R/16/1349A,0,0,0,0,1,0
656,15,12/1/1960,R/15/1273B,0,0,0,0,1,0
657,15,12/1/1960,R/15/1273C,0,0,0,0,1,0
745,16,11/5/1961,R/16/871A,0,0,0,0,1,0
796,16,6/2/1962,R/16/1510A,0,0,0,0,0,0
47,2,10/5/1947,R/2/355,0,0,0,1,0,0
119,3,12/1/1948,R/3/848A,0,0,0,1,0,0
120,3,12/1/1948,R/3/848B,0,0,0,1,0,0
118,3,12/1/1948,R/3/847,0,0,0,1,0,0
121,3,12/1/1948,R/3/849,0,0,0,1,0,0
126,3,12/2/1948,R/3/931C,0,0,0,1,0,0
124,3,12/2/1948,R/3/931A,0,0,0,1,0,0
14,1,2/1/1946,R/1/435,0,0,0,0,0,0
41,1,12/1/1946,R/1/1414A,0,0,0,0,0,1
4,1,1/2/1946,R/1/79,0,0,0,0,0,0
176,4,10/6/1949,R/4/150,0,0,0,1,0,0
267,5,12/5/1950,R/5/546A,0,0,0,0,1,0
288,5,12/4/1950,R/5/684,1,0,0,0,0,0
147,3,4/5/1949,R/3/272C,0,0,0,1,0,0
117,3,12/7/1948,R/3/801,0,0,0,0,0,0
148,3,5/4/1949,R/3/330,1,0,0,0,0,0
335,7,12/7/1952,R/7/334,0,0,0,1,0,0
295,6,12/4/1951,R/6/287,0,0,0,0,0,0
299,6,1/2/1952,R/6/330,0,0,0,0,0,0
331,7,12/7/1952,R/7/330,0,0,0,0,0,0
255,5,11/3/1950,R/5/381,0,0,0,0,0,0
375,8,11/4/1953,R/8/288,0,0,0,1,0,0
399,9,10/4/1954,R/9/265,0,0,1,0,0,0
437,10,12/2/1955,R/10/420,0,0,0,0,0,0
358,7,12/2/1952,R/7/479A,0,0,0,0,0,0
359,7,12/2/1952,R/7/479B,0,0,0,0,0,0
850,18,9/6/1963,R/18/1881A,0,0,0,1,0,0
992,22,12/2/1967,R/22/2309,0,1,0,0,0,0
1004,22,12/7/1967,R/22/2338C,0,0,0,1,0,0
1053,23,12/6/1968,,0,0,0,0,1,0
1052,23,12/6/1968,,0,0,0,0,1,0
1057,23,12/7/1968,,0,0,0,0,0,0
933,21,12/6/1966,,0,0,0,0,0,0
667,15,12/6/1960,R/15/1429A,0,0,0,0,1,0
666,15,12/6/1960,R/15/1428,0,0,0,0,1,0
879,19,2/6/1965,,0,0,0,0,0,0
951,21,12/6/1966,,0,0,0,0,0,0
1287,26,12/6/1971,R/26/2881A,0,0,0,0,0,0
2287,36,12/7/1981,R/36/210,0,0,0,0,0,0
724,15,4/5/1961,R/15/505,0,0,0,0,0,0
756,16,12/4/1961,R/16/1068A,0,0,0,0,0,0
905,20,12/2/1965,,0,0,0,0,0,0
840,17,12/2/1962,R/17/1166A,0,0,1,0,1,0
1764,32,12/1/1977,R/32/105M,0,0,0,1,0,0
111,3,12/5/1948,R/3/732,0,0,0,0,0,0
628,15,10/3/1960,R/15/462,0,0,0,0,0,0
580,14,10/6/1959,R/14/442B,0,0,0,0,0,1
349,7,12/1/1952,R/7/450C,0,0,0,1,0,0
290,5,3/7/1951,R/5/730,0,0,0,0,0,0
404,9,12/3/1954,R/9/356,0,0,0,1,0,0
627,15,10/3/1960,R/15/459,0,0,0,0,0,0
824,17,11/2/1962,R/17/917,0,1,0,0,0,0
378,8,11/6/1953,R/8/316,0,0,0,0,1,0
9039,11,11/3/1956,ESS/2/80C,0,0,0,0,0,0
480,11,11/4/1956,R/11/306,0,0,0,0,0,0
431,10,11/5/1955,R/10/288,0,0,0,0,0,0
24,1,12/5/1946,R/1/1229,0,0,0,0,0,1
293,6,12/4/1951,R/6/265,0,0,0,0,0,0
305,6,1/2/1952,R/6/370,0,0,0,0,1,0
536,12,12/7/1957,R/12/617A,0,0,0,0,0,0
9020,11,11/4/1956,ESS/1/71A,0,0,0,0,0,0
471,11,11/1/1956,R/11/187A,0,0,0,1,0,0
568,13,12/1/1958,R/13/623,0,0,0,0,1,0
314,6,2/1/1952,R/6/518,0,0,0,1,0,0
143,3,4/7/1949,R/3/163,0,0,0,1,0,0
74,2,11/5/1947,R/2/1305,0,0,0,1,0,0
810,17,11/7/1962,R/17/679A,0,0,0,0,0,0
597,14,11/4/1959,R/14/613,0,0,0,0,0,1
522,12,11/1/1957,R/12/517A,0,0,0,0,1,0
765,16,12/1/1961,R/16/1105B,0,0,0,0,1,0
653,15,11/5/1960,R/15/978C,0,0,0,0,0,0
324,7,10/3/1952,R/7/168,0,0,0,0,0,0
60,2,11/6/1947,R/2/940A,0,0,0,0,0,0
643,15,11/5/1960,R/15/817A,0,0,0,0,0,0
472,11,11/1/1956,R/11/187B,0,0,0,1,0,0
569,13,12/1/1958,R/13/627A,0,0,0,0,1,0
859,18,11/7/1963,R/18/1903B,0,0,0,0,0,0
53,2,11/6/1947,R/2/651,0,0,0,0,1,0
9054,22,7/5/1967,ESS/5/41,1,0,0,0,0,0
968,21,12/7/1966,R/21/2228,0,0,0,0,0,0
973,21,12/7/1966,R/21/2238,0,0,0,0,0,0
974,21,12/7/1966,R/21/2230,0,0,0,0,1,0
970,21,12/7/1966,R/21/2229,0,0,0,0,1,0
963,21,12/7/1966,R/21/2226,0,0,0,0,1,0
972,21,12/7/1966,R/21/2232,0,0,0,0,1,0
961,22,12/7/1966,,0,0,0,0,0,0
991,22,12/1/1967,R/22/2299B,0,0,0,0,0,1
976,22,11/2/1967,R/22/2259,0,0,0,0,1,0
977,22,11/1/1967,R/22/2269,0,0,0,0,0,0
979,22,11/2/1967,R/22/2270B,0,0,0,0,1,0
985,22,12/1/1967,R/22/2286,0,1,1,0,0,0
988,22,12/4/1967,R/22/2289,0,1,1,0,0,0
995,22,12/3/1967,R/22/2311C,0,0,0,0,1,0
999,22,12/7/1967,R/22/2327,0,0,0,0,0,0
1001,22,12/7/1967,R/22/2328B,0,0,0,0,0,0
996,22,12/4/1967,R/22/2321,0,0,0,0,0,1
1013,22,12/1/1967,R/22/2359,0,0,0,0,0,0
1005,22,12/7/1967,R/22/2338D,0,0,0,1,0,0
1007,22,12/1/1967,R/22/2348,0,0,0,0,1,0
1008,22,12/1/1967,R/22/2350,0,0,0,0,1,0
1009,22,12/1/1967,R/22/2353,0,0,0,0,1,0
1006,22,12/1/1967,R/22/2344,0,1,1,0,0,0
1067,24,10/2/1969,R/24/2498,0,0,0,0,0,0
1078,24,12/3/1969,R/24/2517,0,0,0,0,0,0
1075,24,11/5/1969,R/24/2508,0,0,0,0,1,0
1074,24,11/5/1969,R/24/2507,0,0,0,0,1,0
1093,24,12/3/1969,,0,0,0,0,0,1
1077,24,11/2/1969,R/24/2516,0,0,0,0,0,0
1083,24,12/6/1969,R/24/2546,1,0,0,1,1,0
1092,24,12/3/1969,R/24/2580,0,0,0,0,0,0
1096,24,12/3/1969,R/24/2587,0,0,0,1,0,0
1095,24,12/3/1969,,0,0,0,0,1,0
1094,24,12/3/1969,,0,0,0,1,0,0
1090,24,12/7/1969,,0,0,0,0,1,0
1091,24,12/7/1969,,0,0,0,0,0,0
1089,24,12/7/1969,,0,0,0,0,1,0
1098,24,12/4/1969,R/24/2595,0,0,0,1,0,0
1102,24,12/4/1969,R/24/2590,0,0,0,0,1,0
1099,24,12/4/1969,R/24/2591,0,0,0,0,1,0
1100,24,12/4/1969,R/24/2592,0,0,0,0,1,0
1176,25,12/7/1970,R/25/2749B,0,0,0,0,0,0
1121,25,11/2/1970,R/25/2647,0,0,0,1,0,0
1170,25,12/5/1970,R/25/2714A,0,0,0,1,0,0
1143,25,12/6/1970,R/25/2673,0,0,0,1,0,0
1128,25,12/4/1970,R/25/2666,0,1,1,0,0,0
1152,25,12/4/1970,R/25/2707,0,0,0,0,1,0
1130,25,12/5/1970,R/25/2669,0,0,0,0,0,0
1149,25,12/1/1970,,0,0,0,0,0,0
1150,25,12/1/1970,,0,0,0,0,0,0
1158,25,12/4/1970,R/25/2706,0,0,0,0,0,0
1156,25,12/4/1970,R/25/2700,0,0,0,0,1,0
1154,25,12/4/1970,R/25/2701B,0,0,0,0,1,0
1157,25,12/4/1970,R/25/2702,0,0,0,0,1,0
1160,25,12/4/1970,R/25/2711,0,0,0,0,1,0
1164,25,12/4/1970,R/25/2709,0,0,0,0,1,0
1173,25,12/5/1970,R/25/2725B,0,0,0,0,0,1
9018,23,5/7/1967,SS/5,0,0,0,0,1,0
982,22,11/6/1967,R/22/2271C,0,0,0,0,0,0
981,22,11/6/1967,R/22/2271B,0,0,0,0,0,0
984,22,11/6/1967,R/22/2271E,0,0,0,0,0,0
1015,22,6/3/1968,,0,0,0,0,0,0
1079,24,12/6/1969,R/24/2521,0,0,0,0,1,0
1072,24,11/3/1969,R/24/2504C,0,0,0,0,1,0
1073,24,11/4/1969,R/24/2506,0,0,0,0,1,0
932,21,11/6/1966,,0,0,0,0,0,0
9052,22,7/2/1967,ESS/5/101,1,0,0,0,0,0
9053,22,7/2/1967,ESS/5/102,1,0,0,0,0,0
9056,22,7/5/1967,ESS/5/100,1,0,0,0,0,0
998,22,12/5/1967,R/22/2325,0,0,0,0,1,0
1162,25,12/4/1970,R/25/2708B,0,0,0,0,1,0
1081,24,12/5/1969,R/24/2535B,1,0,0,0,1,0
1082,24,12/5/1969,R/24/2535C,1,0,0,1,0,0
1133,25,12/5/1970,R/25/2671C,1,0,0,1,0,0
1134,25,12/5/1970,R/25/2672,1,0,0,0,0,0
1177,26,9/6/1971,R/26/2752,0,0,0,0,0,0
1178,26,9/6/1971,R/26/2753,0,0,0,0,0,0
941,21,12/3/1966,,0,0,0,0,0,0
942,21,12/3/1966,,0,0,0,0,0,0
1017,23,11/3/1968,R/23/2383,0,0,0,0,1,0
1023,23,11/4/1968,R/23/2395,0,0,0,0,1,0
1030,23,12/6/1968,,0,0,0,0,0,0
1040,23,12/4/1968,R/23/2427B,0,0,0,0,1,0
1039,23,12/4/1968,R/23/2427A,0,0,0,0,0,0
1043,23,12/4/1968,R/23/2430B,0,0,0,0,1,0
1045,23,12/4/1968,R/23/2429,0,0,0,0,1,0
1033,23,12/4/1968,R/23/2425A,0,0,0,0,1,0
1032,23,12/4/1968,R/23/2424,0,0,0,0,0,0
1034,23,12/4/1968,R/23/2425B,0,0,0,0,1,0
1038,23,12/4/1968,R/23/2425F,0,0,0,0,1,0
1044,23,12/4/1968,R/23/2431,0,0,0,0,0,0
1051,23,12/6/1968,R/23/2466B,0,0,0,0,0,0
1056,23,12/7/1968,,0,0,0,0,0,0
1059,23,12/7/1968,,0,0,0,0,0,0
1076,24,11/5/1969,R/24/2511,0,0,0,0,0,1
1086,24,12/7/1969,R/24/2559,0,0,0,0,1,0
1104,24,12/4/1969,R/24/2603,0,0,1,0,0,0
1109,24,12/5/1969,,0,0,0,0,0,0
1018,23,11/1/1968,R/23/2389A,0,0,0,0,0,0
1019,23,11/1/1968,R/23/2389B,0,0,0,0,0,0
1021,23,11/1/1968,R/23/2389D,0,0,0,0,0,0
1031,23,12/2/1968,R/23/2403,0,0,0,0,0,0
1068,24,11/2/1969,R/24/2500A,0,0,0,0,0,0
1069,24,11/2/1969,R/24/2500B,0,0,0,0,0,0
1041,23,12/4/1968,R/23/2428,0,0,0,0,0,0
1046,23,12/6/1968,R/23/2456A,0,1,1,0,0,0
1047,23,12/6/1968,R/23/2456B,0,1,1,0,0,0
1048,23,12/6/1968,,0,1,0,0,0,0
1049,23,12/6/1968,,0,1,1,0,0,0
1065,23,12/7/1968,,0,0,0,0,0,0
11,1,2/5/1946,R/1/376,0,0,0,0,1,0
805,17,9/5/1962,R/17/52,0,0,0,0,1,0
170,3,5/3/1949,R/3/593C,1,0,0,0,1,0
160,3,5/3/1949,R/3/584B,1,0,0,0,1,0
161,3,5/3/1949,R/3/585A,1,0,0,0,1,0
130,3,12/3/1948,R/3/995,1,0,0,0,0,0
578,14,9/5/1959,R/14/108,0,0,1,0,0,0
427,10,10/3/1955,R/10/256,0,0,0,0,0,0
166,3,5/3/1949,R/3/592A,0,0,0,0,1,0
235,4,12/3/1949,R/4/607,1,0,0,0,0,0
224,4,12/7/1949,R/4/537,0,0,0,0,1,0
227,4,12/3/1949,R/4/605A,1,0,0,0,0,0
116,3,12/7/1948,R/3/766,0,0,0,0,1,0
497,11,2/4/1957,R/11/1140,0,0,0,0,0,0
10,1,2/5/1946,R/1/361,0,0,0,0,0,0
112,3,12/5/1948,R/3/733,0,0,0,0,0,0
294,6,12/4/1951,R/6/239,0,0,0,0,0,0
366,8,9/7/1953,R/8/28,0,0,0,1,0,0
598,14,11/4/1959,R/14/621,0,0,0,0,0,0
636,15,10/6/1960,R/15/561,0,0,0,0,0,0
545,13,9/4/1958,R/13/107B,0,0,0,0,0,0
581,14,10/6/1959,R/14/452,0,0,0,0,0,0
804,17,7/5/1962,R/16/1398,0,0,0,0,1,0
645,15,11/6/1960,R/15/854,0,0,0,0,0,0
650,15,11/5/1960,R/15/955,0,0,0,0,0,0
648,15,11/1/1960,R/15/878,0,0,0,0,0,0
632,15,10/6/1960,R/15/560A,0,0,0,0,0,0
652,15,11/5/1960,R/15/978B,0,0,0,0,0,0
719,15,4/5/1961,R/15/496,0,0,0,0,0,0
478,11,11/1/1956,R/11/194D,0,0,0,0,0,0
476,11,11/1/1956,R/11/194B,,,,,,
475,11,11/1/1956,R/11/194A,0,0,0,0,0,0
477,11,11/1/1956,R/11/194C,0,0,0,0,0,0
376,8,11/4/1953,R/8/293A,0,0,0,0,1,0
58,2,11/1/1947,R/2/744,0,0,0,0,1,0
469,11,11/3/1956,R/11/84A,0,0,0,0,0,0
468,11,11/3/1956,R/11/83,0,0,0,0,0,0
362,7,12/2/1952,R/7/495A,0,0,0,0,0,1
509,12,9/3/1957,R/12/129,0,0,0,0,0,0
239,5,9/1/1950,R/5/15,0,0,0,0,0,0
518,12,11/1/1957,R/12/467,0,1,1,0,0,0
432,10,11/5/1955,R/10/291A,0,0,0,0,0,0
467,11,11/2/1956,R/11/55,0,0,0,0,0,0
348,7,12/1/1952,R/7/450B,0,0,0,1,0,0
395,9,9/2/1954,R/9/52,0,0,0,0,1,0
931,21,11/5/1966,,0,0,0,0,0,0
316,6,2/1/1952,R/6/523,0,0,0,0,0,0
22,1,12/1/1946,R/1/1061B,0,0,0,0,0,0
313,6,2/7/1952,R/6/492B,0,0,0,1,0,0
312,6,2/7/1952,R/6/492A,0,0,0,1,0,0
843,17,12/2/1962,R/17/1178B,0,0,0,0,0,0
838,17,12/1/1962,R/17/1155C,,,,,,
747,16,11/5/1961,R/16/873,0,0,0,0,1,0
837,17,12/1/1962,R/17/1155B,0,0,0,0,1,0
702,15,4/3/1961,R/15/350,0,0,0,0,0,0
651,15,11/5/1960,R/15/978A,0,0,0,0,0,0
165,3,5/3/1949,R/3/591,0,0,0,0,1,0
114,3,12/6/1948,R/3/756,0,0,0,0,0,0
402,9,11/4/1954,R/9/320,0,0,0,0,0,0
573,14,9/5/1959,R/14/94,0,0,0,0,0,0
574,14,9/5/1959,R/14/95A,0,0,0,0,0,0
17,1,2/2/1946,R/1/467B,0,0,0,0,0,0
891,20,12/7/1965,,1,0,0,0,0,0
646,15,11/1/1960,R/15/859,0,0,0,0,0,0
135,3,4/1/1949,R/3/36A,0,0,0,0,0,0
1252,26,12/1/1971,R/26/2832A,0,0,0,0,0,0
1248,26,12/6/1971,R/26/2816C,0,0,0,0,0,1
1246,26,12/6/1971,R/26/2816A,0,0,0,0,0,1
1247,26,12/6/1971,R/26/2816B,0,0,0,0,0,1
990,22,12/1/1967,R/22/2299A,0,0,0,0,0,1
986,22,12/3/1967,R/22/2288A,0,0,0,0,1,1
1113,25,10/7/1970,R/25/2624A,0,0,1,0,0,0
9055,22,7/5/1967,ESS/5/97,0,0,0,0,0,0
1063,23,12/7/1968,,0,0,0,0,0,0
9046,22,7/2/1967,ESS/5/85,1,0,0,0,1,0
978,22,11/2/1967,R/22/2270A,0,0,0,0,1,0
1000,22,12/7/1967,R/22/2328A,0,0,0,0,0,0
9047,22,7/2/1967,ESS/5/86,1,0,0,0,0,0
993,22,12/3/1967,R/22/2311A,0,0,0,0,1,0
1136,25,12/5/1970,R/25/2671E,0,0,0,1,0,0
1124,25,12/4/1970,R/25/2659,0,0,0,1,0,1
1050,23,12/6/1968,R/23/2466A,0,0,0,0,0,0
9048,22,7/2/1967,ESS/5/90,1,0,0,0,0,0
967,21,12/7/1966,,0,0,0,0,1,0
964,21,12/7/1966,,0,0,0,0,0,0
971,21,12/7/1966,,0,0,0,0,1,0
994,22,12/3/1967,R/22/2311B,0,0,0,0,1,0
1087,24,12/7/1969,R/24/2558,0,0,0,0,1,0
1042,23,12/4/1968,R/23/2430A,0,0,0,0,1,0
1036,23,12/4/1968,R/23/2425D,0,0,0,0,1,0
1011,22,12/1/1967,R/22/2357A,0,0,0,0,1,0
9049,22,7/2/1967,ESS/5/95,1,0,0,0,0,0
965,21,12/7/1966,,0,0,0,0,0,0
1088,24,12/7/1969,,0,0,0,0,1,0
1037,23,12/4/1968,R/23/2425E,0,0,0,0,1,0
1084,24,12/6/1969,R/24/2547,0,0,0,0,1,0
1142,25,12/6/1970,R/25/2677E,0,0,0,1,0,0
1172,25,12/5/1970,R/25/2725A,0,0,0,0,0,1
618,14,12/2/1959,R/14/773C,0,0,0,0,1,0
409,9,12/2/1954,R/9/461B,0,0,0,0,1,0
489,11,1/2/1957,R/11/957,1,0,0,0,0,0
261,5,12/5/1950,R/5/533A,0,0,0,0,0,0
333,7,12/7/1952,R/7/333A,0,0,0,0,0,0
867,18,12/5/1963,,0,0,0,0,0,0
9004,2,5/2/1947,SS/1/175,1,0,0,0,0,0
720,15,4/5/1961,R/15/497A,0,0,0,0,0,0
742,16,11/2/1961,R/16/807B,0,1,1,1,0,0
590,14,11/6/1959,R/14/586B,0,1,0,0,0,0
813,17,11/7/1962,R/17/685A,0,1,1,0,0,0
689,15,4/6/1961,R/15/323B,0,0,0,0,0,0
767,16,12/1/1961,R/16/1109,0,0,0,0,0,1
243,5,10/7/1950,R/5/234A,0,0,0,0,0,0
9031,11,11/3/1956,ESS/2/78D,0,0,0,0,0,0
253,5,11/3/1950,R/5/380A,0,0,0,0,0,0
613,14,12/2/1959,R/14/747A,0,0,0,0,1,0
775,16,12/2/1961,R/16/1147C,1,0,0,0,0,0
827,17,12/2/1962,R/17/1100A,0,0,0,0,1,0
620,14,12/2/1959,R/14/774B,0,0,0,0,1,0
619,14,12/2/1959,R/14/774A,0,0,0,0,1,0
420,9,12/2/1954,R/9/522,0,0,0,0,0,0
410,9,12/2/1954,R/9/461C,0,0,0,0,1,0
168,3,5/3/1949,R/3/593A,0,0,0,0,1,0
582,14,10/3/1959,R/14/465A,0,0,0,0,0,0
418,9,12/6/1954,R/9/498D,0,0,0,0,1,0
262,5,12/5/1950,R/5/533B,0,0,0,0,0,0
277,5,12/7/1950,R/5/587A,0,0,0,0,0,0
704,15,4/3/1961,R/15/377B,0,0,0,0,0,0
591,14,11/6/1959,R/14/586C,0,1,0,0,0,0
743,16,11/2/1961,R/16/807C,0,1,1,0,0,0
814,17,11/7/1962,R/17/685B,0,1,1,0,0,0
525,12,11/1/1957,R/12/530,0,0,0,0,0,1
802,16,6/3/1962,R/16/1549A,0,0,0,0,1,0
455,10,12/2/1955,R/10/461B,0,0,0,0,0,0
102,3,11/7/1948,R/3/592,0,0,0,0,1,0
897,20,12/1/1965,,0,0,0,0,1,0
903,20,12/1/1965,,0,0,0,0,1,0
244,5,10/7/1950,R/5/234B,0,0,0,0,0,0
107,3,12/3/1948,R/3/709,0,0,0,0,0,0
501,11,2/2/1957,R/11/1237,0,0,0,0,0,0
355,7,12/2/1952,R/7/471B,0,0,0,0,0,0
254,5,11/3/1950,R/5/380B,0,0,0,0,0,0
828,17,12/2/1962,R/17/1100B,0,0,0,0,0,0
845,17,12/4/1962,R/17/1204A,1,0,0,0,0,0
851,18,10/1/1963,R/18/1881B,0,0,0,1,0,0
621,14,12/2/1959,R/14/774C,0,0,0,0,1,0
547,13,10/1/1958,R/13/410,0,0,0,0,1,0
388,8,12/5/1953,R/8/437A,0,0,0,1,0,0
169,3,5/3/1949,R/3/593B,0,0,0,0,1,0
416,9,12/6/1954,R/9/498B,0,0,0,0,0,0
278,5,12/7/1950,R/5/587B,0,0,0,0,0,0
815,17,11/7/1962,R/17/685C,0,1,0,0,0,0
898,20,12/1/1965,,0,0,0,0,1,0
664,15,12/5/1960,R/15/1387B,0,0,0,1,0,0
245,5,10/7/1950,R/5/234C,0,0,0,0,0,0
9034,11,11/3/1956,ESS/2/79C,0,0,0,0,0,0
874,18,12/3/1963,R/18/1983A,0,0,0,0,0,0
870,18,12/2/1963,R/18/1967A,0,0,0,0,0,0
829,17,12/2/1962,R/17/1100C,0,0,0,0,1,0
846,17,12/4/1962,R/17/1204B,1,0,0,0,0,0
684,15,4/4/1961,R/15/274A,0,0,0,1,0,0
773,16,12/2/1961,R/16/1147A,1,0,0,0,0,0
104,3,11/1/1948,R/3/663,0,0,0,0,0,0
622,14,12/2/1959,R/14/775A,0,0,0,0,1,0
265,5,12/5/1950,R/5/534A,0,0,0,1,0,0
178,4,11/5/1949,R/4/188A,0,0,0,0,1,0
669,15,12/6/1960,R/15/1429C,0,0,0,0,1,0
816,17,11/7/1962,R/17/685D,0,1,0,0,0,0
893,20,12/1/1965,,0,0,0,0,1,0
899,20,12/1/1965,,0,0,0,0,1,0
246,5,10/7/1950,R/5/234D,0,0,0,0,0,0
9035,11,11/3/1956,ESS/2/79/D,0,0,0,0,0,0
774,16,12/2/1961,R/16/1147B,1,0,0,0,0,0
682,15,4/4/1961,R/15/273A,0,0,0,1,0,0
862,18,12/3/1963,R/18/1912,1,0,0,0,0,0
623,14,12/2/1959,R/14/775B,0,0,0,0,1,0
351,7,12/1/1952,R/7/459,1,0,0,0,0,0
817,17,11/7/1962,R/17/686A,0,1,0,0,0,0
831,17,12/5/1962,R/17/1133,0,0,0,0,0,1
798,16,6/2/1962,R/16/1511A,0,0,0,0,0,0
894,20,12/1/1965,,0,0,0,0,1,0
247,5,10/7/1950,R/5/234E,0,0,0,0,0,0
683,15,4/4/1961,R/15/273B,0,0,0,0,0,0
685,15,4/4/1961,R/15/274B,0,0,0,1,0,0
248,5,10/7/1950,R/5/235A,0,0,0,0,0,0
352,7,12/1/1952,R/7/460A,1,0,0,0,0,0
697,15,4/6/1961,R/15/326A,0,0,0,0,0,0
9040,15,9/6/1960,ESS/4/102A,0,0,1,0,0,0
818,17,11/7/1962,R/17/686B,0,1,0,0,0,0
881,20,11/7/1965,,0,0,0,0,0,0
413,9,12/6/1954,R/9/490B,0,0,0,1,0,0
752,16,11/6/1961,R/16/888B,0,0,0,0,0,0
249,5,10/7/1950,R/5/235B,0,0,0,0,0,0
436,10,12/7/1955,R/10/404,0,0,0,1,0,0
819,17,11/7/1962,R/17/686C,0,1,1,0,0,0
787,16,1/4/1962,R/16/1349C,0,0,0,0,1,0
753,16,11/6/1961,R/16/889A,0,0,0,0,0,0
799,16,6/2/1962,R/16/1511B,0,0,0,0,1,0
792,16,2/7/1962,R/16/1362B,0,0,0,0,0,0
750,16,11/6/1961,R/16/887,0,0,0,0,0,0
906,20,12/2/1965,,0,0,0,0,0,0
1253,26,12/1/1971,R/26/2832B,0,0,0,0,0,0
848,17,12/4/1962,R/17/1208A,0,0,0,0,0,0
741,16,11/2/1961,R/16/807A,0,1,1,0,0,0
710,15,4/5/1961,R/15/449B,1,0,0,0,0,0
615,14,12/2/1959,R/14/747C,0,0,0,0,1,0
172,3,5/3/1949,R/3/598,0,0,0,0,1,0
323,7,10/3/1952,R/7/167B,0,0,0,0,0,0
12,1,2/6/1946,R/1/394,0,0,0,0,0,0
422,9,12/2/1954,R/9/549,0,0,0,0,0,0
202,4,11/1/1949,R/4/383B,0,0,0,0,0,1
203,4,11/1/1949,R/4/383C,0,0,0,0,0,1
204,4,11/1/1949,R/4/383D,0,0,0,0,0,1
205,4,11/1/1949,R/4/383E,0,0,0,0,0,0
206,4,11/1/1949,R/4/383F,0,0,0,0,0,1
207,4,11/1/1949,R/4/384A,0,0,0,0,0,1
208,4,11/1/1949,R/4/384B,0,0,0,0,0,0
209,4,11/1/1949,R/4/384C,0,0,1,0,0,0
210,4,11/1/1949,R/4/384D,0,0,0,0,0,1
211,4,11/1/1949,R/4/384E,0,0,0,0,0,1
626,14,12/2/1959,R/14/783,0,0,0,0,1,0
369,8,11/3/1953,R/8/265,0,0,0,0,1,0
575,14,9/5/1959,R/14/95B,0,0,0,0,0,0
152,3,5/2/1949,R/3/501B,0,0,0,0,0,0
322,7,10/3/1952,R/7/167A,0,0,0,0,0,0
68,2,11/1/1947,R/2/1095A,0,0,0,0,0,0
510,12,9/3/1957,R/12/130A,0,0,0,0,0,0
543,13,9/4/1958,R/13/106,0,0,0,0,0,0
634,15,10/6/1960,R/15/560C,0,0,0,0,0,0
268,5,12/5/1950,R/5/546B,0,0,0,0,1,0
549,13,10/1/1958,R/13/413A,0,0,0,1,0,0
198,4,11/6/1949,R/4/358A,0,1,1,0,0,0
139,3,4/3/1949,R/3/129A,0,0,0,0,0,0
94,3,11/7/1948,R/3/564A,0,1,1,0,0,0
939,21,12/7/1966,,0,0,0,0,1,0
382,8,11/7/1953,R/8/324B,0,0,0,0,1,0
370,8,11/3/1953,R/8/266A,0,0,0,0,1,0
576,14,9/5/1959,R/14/95C,0,0,0,0,0,0
153,3,5/2/1949,R/3/502A,0,0,0,0,0,0
69,2,11/1/1947,R/2/1095B,0,0,0,0,0,0
212,4,11/1/1949,R/4/384F,0,0,0,0,0,1
511,12,9/3/1957,R/12/130B,0,0,0,0,0,0
544,13,9/4/1958,R/13/107A,0,0,0,0,0,0
635,15,10/6/1960,R/15/560D,0,0,0,0,0,0
550,13,10/1/1958,R/13/413B,0,0,0,1,0,0
140,3,4/3/1949,R/3/129B,0,0,0,0,0,0
199,4,11/6/1949,R/4/358B,0,1,1,0,0,0
95,3,11/7/1948,R/3/564B,0,1,1,0,0,0
937,21,12/7/1966,,0,0,0,0,0,1
371,8,11/3/1953,R/8/266B,0,0,0,0,1,0
340,7,12/4/1952,R/7/375A,0,0,0,0,1,0
583,14,10/3/1959,R/14/465B,0,0,0,0,0,0
551,13,10/1/1958,R/13/413C,0,0,0,1,0,0
70,2,11/1/1947,R/2/1096,0,0,0,0,0,0
213,4,11/1/1949,R/4/385,0,0,0,0,0,1
154,3,5/2/1949,R/3/502B,0,0,0,0,0,0
141,3,4/3/1949,R/3/130A,0,0,0,0,0,0
200,4,11/6/1949,R/4/358C,0,1,1,0,0,0
96,3,11/7/1948,R/3/565A,0,0,1,0,0,0
372,8,11/3/1953,R/8/266C,0,0,0,0,1,0
88,3,11/6/1948,R/3/489,0,0,0,0,1,0
155,3,5/2/1949,R/3/502C,0,0,0,0,0,0
552,13,10/1/1958,R/13/413D,0,0,0,1,0,0
97,3,11/7/1948,R/3/565B,0,0,1,0,0,0
373,8,11/3/1953,R/8/266D,0,0,0,0,1,0
156,3,5/2/1949,R/3/503A,0,0,0,0,0,0
98,3,11/7/1948,R/3/566A,0,0,1,0,0,0
374,8,11/3/1953,R/8/266E,0,0,0,0,1,0
157,3,5/2/1949,R/3/503B,0,0,0,0,0,0
99,3,11/7/1948,R/3/566B,0,0,1,0,0,0
